title,artist,album,track,duration,id,idtype,playcount,rating,year,genre,notes,playlist
﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:1RUpe8phIE0fjdNIKzOy4V,Ni Hoy Ni Manana,Gerardo Ortiz,Ni Hoy Ni Manana,1,2,209186,spotify:user:hugochaveze,2015-05-31T16:08:15Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:3uimmSCosNnO7i7uDwLSaH,Asociacion Antrax,La Edición de Culiacán,La Cheyenne Sin Placas,1,14,212192,spotify:user:hugochaveze,2015-05-24T17:08:10Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:02yDkjZcms3h9oPDPKhtYZ,Dámaso,Gerardo Ortiz,El Primer Ministro (Deluxe Edition),1,2,159026,spotify:user:maggielosegui,2014-12-03T03:29:33Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:2FmQWgxcHefsoyw4ob0yq3,Quién Se Anima,Gerardo Ortiz,Archivos de Mi Vida,1,2,97000,spotify:user:maggielosegui,2014-12-03T03:29:39Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:24S2rcxfPv2hWwILSBMF3x,El Muletas (En Vivo),Gerardo Ortiz,Morir y Existir En Vivo,1,8,169373,spotify:user:maggielosegui,2014-12-03T03:29:58Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:3jjySlPUK71LIWEZ9kfxi5,Chavo Felix (En Vivo),Gerardo Ortiz,Morir y Existir En Vivo,1,10,189920,spotify:user:maggielosegui,2014-12-03T03:30:05Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:3t8SxAtPucuWFMUitFlJSw,Morir Con Estilo (En Vivo),Gerardo Ortiz,Morir y Existir En Vivo,1,11,235973,spotify:user:maggielosegui,2014-12-03T03:30:25Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:6IKFN2maYduHlYijUa1RJ3,El Primer Ministro,Gerardo Ortiz,El Primer Ministro (Deluxe Edition),1,1,112720,spotify:user:maggielosegui,2014-12-03T03:31:45Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:3k5BGMFe37RXvv0NOrfQhB,Soy De Durango,Gerardo Ortiz,El Primer Ministro (Deluxe Edition),1,15,159133,spotify:user:maggielosegui,2014-12-03T03:31:57Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:4VZ0UOLwnTnQSLZJme5lyQ,Qué Tiene De Malo,"Calibre 50, El Komander",Contigo,1,11,168653,spotify:user:maggielosegui,2014-12-03T03:32:54Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:7kyK2NSDfRE1612vdYuqIx,Javier El De Los Llanos,Calibre 50,Corridos De Alto Calibre,1,4,201600,spotify:user:maggielosegui,2014-12-03T03:33:11Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:2UyyNcLL7gRuzEjIMCq7np,Se Quedaron A Tres Pasos,Calibre 50,Corridos De Alto Calibre,1,7,199786,spotify:user:maggielosegui,2014-12-03T03:33:38Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:52RIwrVO4z30hkTsSWOYyL,La Buena y la Mala,Banda Tierra Sagrada,"De Lo Bueno, Lo Mejor",1,1,204453,spotify:user:maggielosegui,2014-12-06T17:19:41Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:3j1WurYpvW7IgHCATbiDdQ,El De Los Lentes Carrera (Bonus Track),Revolver Cannabis,"Balas, Rosas Y Plomo",1,13,223560,spotify:user:maggielosegui,2014-12-06T17:22:12Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:51Euf73PWy96aLpmy2Exdh,Noche De Poker,Revolver Cannabis,"Balas, Rosas Y Plomo",1,6,156506,spotify:user:maggielosegui,2014-12-06T17:22:22Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:7qtWTzEvbccUqO2NQyDjnL,El Sicario De Dios (El Sicario Y Ramón),Revolver Cannabis,Seremos Eternos... Pero Por Ahora Somos Los Que Estamos,1,6,264360,spotify:user:maggielosegui,2014-12-06T17:29:26Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:3suCdYQosjI5IYxbo0ysUQ,Asi Es Esto,Alfredo Olivas,"Club Corridos Presenta: Corridos Poderosos: Alfredito Olivas, El Tigrillo Palma, Hijos de Barron",1,2,221000,spotify:user:maggielosegui,2014-12-06T17:29:48Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:0ma1FPCW9uPtpVBj2udL8l,Tres Tiros,Alfredo Olivas,Mis Corridos,1,13,211013,spotify:user:maggielosegui,2014-12-06T17:30:49Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:5XAUHoL6nBrF9cvGAcEHMF,El Muchacho De La Barba,"Código FN, Enigma Norteño",El Muchacho De La Barba,1,1,150786,spotify:user:maggielosegui,2014-12-06T17:34:05Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:6WSUVzOWhWZlJskGzy5kos,El Sucesor,Código FN,El Sucesor,1,1,212213,spotify:user:maggielosegui,2014-12-06T17:37:28Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:78FPT3caAqDiscjbFxXVVh,La Fiesta Del Chino,Código FN,Te Amaré Más,1,11,123133,spotify:user:maggielosegui,2014-12-06T17:46:46Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:1NoRgxkmmkcisq1UW7LUkB,El Secuestro del Cachorro (Banda),"Regulo Caro, El Coyote",Amor En Tiempos de Guerra,1,15,207749,spotify:user:maggielosegui,2014-12-06T17:48:50Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:5jyZeiCSaOcERMYdCRat5U,Bonus track: Legion 5.7(Campaña Antrax)feat. Gerardo Ortiz,Regulo Caro,"Musica, Polvora y Sangre",1,16,219573,spotify:user:maggielosegui,2014-12-06T17:50:39Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:0SkQTMZh8yba3eNEFqFr8S,4 Segundos,Regulo Caro,"Musica, Polvora y Sangre",1,4,151040,spotify:user:maggielosegui,2014-12-06T17:50:54Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:1WC6BajwE0pencMs6rxfmA,Fuego Cruzado,Regulo Caro,"Musica, Polvora y Sangre",1,9,214106,spotify:user:maggielosegui,2014-12-06T17:51:54Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:7APMratlQ28y5fV0R5vC1Y,El Americano,Jorge Santacruz Y Su Grupo Quinto Elemento,De Los Pinos A Los Pinos,1,5,188893,spotify:user:maggielosegui,2014-12-06T17:53:27Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:3cWLuD4YIhRmucqQhRJ1V2,El Quinto Elemento,Jorge Santacruz Y Su Grupo Quinto Elemento,El Quinto Elemento,1,1,194906,spotify:user:maggielosegui,2014-12-06T17:54:03Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:518afptKDczHGteyPOMztM,Sargento Phoenix,Jorge Santacruz Y Su Grupo Quinto Elemento,El Quinto Elemento,1,2,227560,spotify:user:maggielosegui,2014-12-06T17:54:07Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:1cg7FjL370OIcTciDCZkMV,Andabas De Perro,"Los Buitres De Culiacan Sinaloa, Diego Rivas",Simplemente Buitres (Deluxe Edition),1,2,162640,spotify:user:maggielosegui,2014-12-06T17:55:57Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:4o3DuvAIvRj4JG42BWjLw5,Andamos Como Weso,Los Buitres De Culiacan Sinaloa,Simplemente Buitres (Deluxe Edition),1,3,146680,spotify:user:maggielosegui,2014-12-06T17:56:02Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:76hbHg8PpKmF8sklXsAxpm,Extinción Masiva,"Los Buitres De Culiacan Sinaloa, Carlos Fahur",Simplemente Buitres (Deluxe Edition),1,11,175560,spotify:user:maggielosegui,2014-12-06T17:56:10Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:7zffbyEkNRFn4zraoYUR7Y,Los Arremangados,Los Buitres De Culiacan Sinaloa,Simplemente Buitres (Deluxe Edition),1,16,134333,spotify:user:maggielosegui,2014-12-06T17:56:21Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:5Cwvi1cnK95auEK1iS4J77,Asunto Pendiente (feat. Los 2 Primos),"Buknas De Culiacan, Los 2 Primos",Mas Fuerte Que Nunca,1,13,223275,spotify:user:maggielosegui,2014-12-06T18:01:34Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:5oYgV1IS6A7jPOpbj4lhnm,Decifrando Claves,Traviezoz de la Zierra,Plan B,1,4,167093,spotify:user:maggielosegui,2014-12-06T18:03:57Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:7bQqzJelqmvL7HxERezjy6,Un Angel se Divisa,Traviezoz de la Zierra,Plan B,1,18,241106,spotify:user:maggielosegui,2014-12-06T18:04:14Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:1LAxIc5PETPrBhqIJ26Dr0,Atentamente Damaso,Grupo Escolta,No Hay 5to Malo,1,2,170080,spotify:user:maggielosegui,2014-12-06T18:05:47Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:1D6sHn2wWIKxdUsdR9xMuH,La Hummer Y El Camaro,"Voz De Mando, Escolta De Guerra, Jorge Santacruz",La Hummer Y El Camaro,1,1,209453,spotify:user:maggielosegui,2014-12-06T18:06:36Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:3Wjhw44kAAQS6BRRtMvdcv,"La Hummer Y El Camaro 2 ""La Revancha""","Voz De Mando, Mario ""El Cachorro"" Delgado, Escolta De Guerra",Y Ahora Resulta,1,8,209253,spotify:user:maggielosegui,2014-12-06T18:06:40Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:6RhvlbrHy9VzEAVWIyg0hh,Comandante Antrax (Chino Antra),Voz De Mando,Impactos De Arranque,1,3,223706,spotify:user:maggielosegui,2014-12-06T18:07:11Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:10A2Ez3UGfmWnCSsznivsv,Cuernito Armani,El Komander,Belico,1,1,183773,spotify:user:maggielosegui,2014-12-06T18:09:41Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:04HFppvmBoEGZkSmrvNnPw,El Ex-Soldado Raigoza,El Komander,Y Seguimos La Borrachera,1,2,132858,spotify:user:maggielosegui,2014-12-06T18:10:14Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:2qZvpLMwHLCT3Y1L2U4o5G,La Manda Incumplida,El Komander,Y Seguimos La Borrachera,1,4,149263,spotify:user:maggielosegui,2014-12-06T18:10:20Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:2va7KtTfrc0yKUBUH3yFTd,Fiesta En La Playa,El Komander,Y Seguimos La Borrachera,1,6,176613,spotify:user:maggielosegui,2014-12-06T18:10:24Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:0CSOvTJzLJvHr6FncEXZ58,Borracho Y Escandaloso,El Komander,Y Seguimos La Borrachera,1,11,162560,spotify:user:maggielosegui,2014-12-06T18:10:31Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:1sOWFrlD4IUIKcxyCNxsAC,Estrategias De Escape,El Komander,Archivo Privado,1,4,147506,spotify:user:maggielosegui,2014-12-06T18:13:50Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:7cnfNK7IbOdB40HvgMwWwT,Mi Clave Es El 20,El Komander,Archivo Privado,1,10,146013,spotify:user:maggielosegui,2014-12-06T18:14:07Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:6MG11ev6ryWAh5eYuf223f,Carteles Unidos,El Komander,Archivo Privado,1,12,229013,spotify:user:maggielosegui,2014-12-06T18:14:13Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:01ksPzu3Bw8Lsf9o6xIk8C,Mi Último Deseo,Banda Los Recoditos,El Free,1,8,163560,spotify:user:maggielosegui,2014-12-06T18:15:01Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:6dXSoxDgvCfWeroDU1p6jt,El Toro Loco,Colmillo Norteño,El Toro Loco - Single,1,1,156186,spotify:user:maggielosegui,2015-01-16T23:06:36Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:7z9fFjySfGqCHdD6UAwjPU,El Secuestro,Los Titanes De Durango,Corridos Titanium,1,4,172653,spotify:user:maggielosegui,2015-01-16T23:50:32Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:3jUfQmjqTE3VUcVESl0zXR,El Mini 6,Buknas De Culiacan,Los Reyes del Movimiento Alterado,1,2,190694,spotify:user:maggielosegui,2015-02-21T22:51:26Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:5Dq04Hp51VFQyFPVp1aMIO,La Propuesta,Calibre 50,Corridos De Alto Calibre,1,2,169213,spotify:user:extraironi,2015-04-29T01:56:01Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:6uml7jHYI6wt0w8teLIa8s,6 Impactos,Regido,"50 Corridos Contra la Ley: Julio Beltran, La Escuela de la Vida, La Fuga del Chapo, El Proceder de Manuel, El Comando Encapuchado, Chapo Guzman, Mayo Zambada",2,24,177600,spotify:user:extraironi,2015-04-29T01:56:12Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:4ZLKbWwPy8WolvWIPNH5kd,Culiacán Vs. Mazatlán,Calibre 50,Lo Mejor De...,1,16,169773,spotify:user:extraironi,2015-04-29T01:57:51Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:12cT1bEwXxg42o2AOwFF2q,Morir Y Existir,Gerardo Ortiz,Morir y Existir En Vivo,1,12,185546,spotify:user:extraironi,2015-04-29T02:34:19Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:6BLelESVn8fRearwq7hMm7,La Cheyenne Sin Placas,La Edición de Culiacán,La Cheyenne Sin Placas,1,12,264176,spotify:user:hugochaveze,2015-05-24T17:07:55Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:4AH10RDYaGSYckWXbN5BSl,Empleado De La Mafia,Gerardo Ortiz,Ni Hoy Ni Manana,1,9,176346,spotify:user:hugochaveze,2015-05-31T15:54:14Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:3s9ZnYxnWVn4BWVDqA2Pwr,El Equipo Del Mayo,Gerardo Ortiz,Ni Hoy Ni Manana,1,11,143333,spotify:user:hugochaveze,2015-05-31T16:01:30Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:20t5WZvsgjozRzCmvPTkT6,El Viejito,Gerardo Ortiz,Ni Hoy Ni Manana,1,13,132720,spotify:user:hugochaveze,2015-05-31T16:03:39Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:3jk75pvee23YTLXHbMjFFu,Manuel Ponce,Gerardo Ortiz,Ni Hoy Ni Manana,1,14,146933,spotify:user:hugochaveze,2015-05-31T16:06:27Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:3k4tbagr6A3JkMo64HrOSF,El Estudiante,Gerardo Ortiz,Ni Hoy Ni Manana,1,15,173293,spotify:user:hugochaveze,2015-05-31T16:06:34Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:42BI5njDyenBkVLKYJcaFP,Los Duros De Colombia,Gerardo Ortiz,Ni Hoy Ni Manana,1,1,180173,spotify:user:hugochaveze,2015-05-31T16:07:05Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:5I0SHuT00cgXe7F2MUzEyH,En Preparacion,Gerardo Ortiz,Ni Hoy Ni Manana,1,3,187280,spotify:user:hugochaveze,2015-05-31T16:15:00Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:51B4PMGrOZjmTXuGtRqOxn,El Padre De Los Antrax,"Revolver Cannabis, Javier Rosas","Balas, Rosas Y Plomo (Delux Version)",1,10,163146,spotify:user:hugochaveze,2015-06-08T06:43:50Z,undefined,undefined,undefined,Fri Sep 15 2017
spotify:track:3MYZ39D7rn7UlJxPD98HDr,El Virus No Muere (El Cayenna),Revolver Cannabis,"Balas, Rosas Y Plomo",1,11,166906,spotify:user:hugochaveze,2015-06-08T06:44:20Z,undefined,undefined,undefined,Fri Sep 15 2017
